1,2,3,4,5,6,7,8,9,10
[C:1]-[P:3]=[O:2]>>Br-[C:1].C-C-[O:2]-[P:3]_000_000_000,,[c:1]-[c:2]>>Br-[c:1].[c:2]-B1-O-C-C-N(-c2:c:c:c:c:c:2)-C-C-O-1_00_00_00,[c:2]1:[c:3]:[c:4]:[s:5]:[n:1]:1>>[N:1]-[C:2]=[C:3]-[C:4]=[S:5]_20000_00000_00000,,,,,[C:1]-[C:2]>>[C:1].Br-[C:2]_00_-10_00,
[S:1]-[C:2]>>[S:1].Br-[C:2]_10_00_00,,[c:1]-[c:2]>>Br-[c:1].C-C-C-C-[Sn](-[c:2])(-C-C-C-C)-C-C-C-C_00_00_00,[c:2]1:[n:3]:[c:6]:[c:5]:[c:4]:[n:1]:1>>[N:1]-[C:2]=[N:3].O=[C:4]-[C:5]-[C:6]=O_201010_000000_000000,,,,,,
[N:1]-[c:2]>>[N:1].Cl-[c:2]_20_10_00,,[c:1]-[C:2]>>[c:1].C-N(-C)-[C:2]_10_00_00,[o:1]:[n:2]:[c:3]>>[O:1].C-C(=O)-O/[N:2]=[C:3]_100_000_000,,,,,,
[O:1]-[C:2]>>[O:1].O-[C:2]_10_00_01,,[C:1]-[c:2]>>I-[C:1].O-B(-O)-[c:2]_00_00_00,[c:4]1:[n:3]:[n:2]:[c:1]:[o:5]:1>>O=[C:1]-[N:2]-[N:3]-[C:4]=[O:5]_01100_00000_00000,,,,,,
[c:1]-[S:3]=[O:2]>>Br-[c:1].[O:2]-[S:3]_000_0-10_000,,[C:1]1-[C:2]-[C:3]-[C:4]=[C:5]-[C:6]-1>>[C:1]=[C:2].[C:3]=[C:4]/[C:5]=[C:6]_000000_000000_000000,,,,,,,
[C:1]-[S:3]=[O:2]>>Cl-[C:1].[O:2]-[S:3]_000_0-10_000,,[c:1]-[C:2]>>Cl-[c:1].C-N(-C)-[C:2]_00_00_00,,,,,,,
[N:1]-[C:2]>>[N:1].Cl-[C:2]_10_00_00,,[c:1]-[c:2]>>I-[c:1].C-C1(-C)-C-O-B(-[c:2])-O-C-1_00_00_00,,,,,,,
[n:1]:[c:2]>>[N:1].O=[C:2]_20_00_00,,[c:1]-[C:2]>>Cl-[c:1].Cl-[C:2]_00_00_00,,,,,,,
[S:1]-[C:2]>>[S:1].I-[C:2]_10_00_00,,[c:1]-[c:2]>>Br-[c:1].O=C(-[O-])-C1-C=C-O-B(-[c:2])-O-1_00_00_00,,,,,,,
[n:1]-[c:2]>>[n:1].Br-[c:2]_10_00_00,,[c:1]-[c:2]>>C-C1(-C)-O-B(-[c:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,,,,,,,
[S:1]-[c:2]>>[S:1].F-[c:2]_00_-10_00,,[C:1]1-[C:2]-[C:3]-1>>I-[C:1]-I.[C:2]=[C:3]_000_000_000,,,,,,,
[N:1]-[c:2]>>[N:1].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_10_00_00,,[C:1]-[c:2]>>Cl-[C:1].O-B(-O)-[c:2]_00_00_00,,,,,,,
[c:1]-[P:3]=[O:2]>>Br-[c:1].C-[O:2]-[P:3]_000_000_000,,[c:1]-[C:2]>>Br-[c:1].C-N(-C)-[C:2]_00_00_00,,,,,,,
[C:2]-[C:3]-[O:1]>>[O:1].[C:2]=[C:3]_1-10_000_000,,[c:1]-[C:2]>>Cl-[c:1].C-B1-O-B(-C)-O-B(-[C:2])-O-1_00_00_00,,,,,,,
[n:1]-[C:2]>>[n:1].O-[C:2]_10_00_01,,[c:1]-[c:2]>>Br-[c:1].Cl-[c:2]_00_00_00,,,,,,,
[S:1]-[C:2]>>[S:1].Cl-[C:2]_10_00_02,,[c:1]-[c:2]>>Br-[c:1].Br-[c:2]_00_00_00,,,,,,,
[C:3]=[C:4]-[O:5]-[P:2]=[O:1]>>C-C-[O:1]-[P:2].Cl-[C:3]-[C:4]=[O:5]_00000_00000_00000,,[C:1]-[c:2]>>C-[Si](-C)(-C)-[C:1].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,,,,,,,
[C:3]-[C:4](-[N:1])-[C:2](-[C:5])-[C:6]>>[N:1].O=[C:2](-[C:3])-[C:4](-[C:5])-[C:6]_1-10000_000000_000000,,[c:1]-[C:2]>>Cl-[c:1].C=C-B1-O-B(-[C:2])-O-B(-C=C)-O-1_00_00_00,,,,,,,
[N:1]-[C:2]>>[N:1].I-[C:2]_10_00_00,,[c:1]-[C:2]>>I-[c:1].[C:2]-[Zn+]_00_00_00,,,,,,,
[N:1]-[C:2]>>[N:1].Cl-[C:2]_20_10_00,,[C:1]-[c:2]>>Cl-[C:1].C-[Sn](-C)(-C)-[c:2]_00_00_00,,,,,,,
[S:1]-[C:2]>>[S:1].I-[C:2]_00_-10_00,,[C:1]-[c:2]>>Cl-[C:1].Cl-[c:2]_00_00_00,,,,,,,
[c:1]:[n:2]:[c:3]:[c:4]>>F-[c:1].[N:2]-[C:3]=[C:4]_0100_0000_0000,,[c:1]-[C:2]>>Cl-[c:1].[C:2]-[Mg+]_00_00_00,,,,,,,
[S:1]-[c:2]>>[S:1].Br-[c:2]_10_00_00,,[C:3]1-[C:1]-[C:2]-[C:6]-[C:5]=[C:4]-1>>[C:1]=[C:2].[C:3]=[C:4]-[C:5]=[C:6]_000000_000000_000000,,,,,,,
[O:1]-[c:2]>>[O:1].C-S(=O)(=O)-O-[c:2]_10_00_00,,[C:1]-[C:2]>>Br-[C:1].Br-[C:2]_00_00_00,,,,,,,
[O:1]-[C:2]>>[O:1].Br-[C:2]_10_00_00,,[C:1]-[C:2]-[O:3]>>Br-[C:1].[C:2]=[O:3]_00-1_000_000,,,,,,,
[O:1]-[c:2]>>[O:1].Br-[c:2]_10_00_00,,[C:1]-[c:2]>>Cl-[C:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,,,,,,,
[O:1]-[C:2]>>[O:1].Br-[C:2]_10_00_01,,[C:1]-[c:2]>>Br-[C:1].Br-[c:2]_00_00_00,,,,,,,
[S:1]-[c:2]>>[S:1].Cl-[c:2]_00_-10_00,,[C:1]-[C:2]-[O:3]>>[C:1].[C:2]=[O:3]_10-1_000_000,,,,,,,
[N:1]-[C:2]>>[N:1].I-[C:2]_00_-10_00,,[c:1]-[C:3]-[n:2]>>[c:1].[n:2].O=[C:3]_110_000_000,,,,,,,
[n:1]-[C:2]>>[n:1].C-S(=O)(=O)-O-[C:2]_10_00_02,,[c:1]-[c:2]>>Cl-[c:1].O-B(-O)-[c:2]_00_00_00,,,,,,,
[c:1]-[Sn:2]>>Br-[c:1].Cl-[Sn:2]_00_00_00,,[C:1]-[C:2]>>Br-[C:1].Cl-[C:2]_00_00_00,,,,,,,
[N:1]-[c:2]>>[N:1].F-[c:2]_20_10_00,,[c:1]-[C:2]>>I-[c:1].O-B(-O)-[C:2]_00_00_00,,,,,,,
[O:1]-[c:2]>>[O:1].F-[c:2]_00_-10_00,,[c:1]-[c:2]>>Br-[c:1].[c:2]-B1-O-C-C-O-1_00_00_00,,,,,,,
[O:1]-[c:2]>>[O:1].O-[c:2]_10_00_00,,[c:1]-[C:2]>>Cl-[c:1].O-B(-O)-[C:2]_00_00_00,,,,,,,
[C:6]-[N:11]-[C:18](-[C:10])-[C:8]-[N:7]-[C:12].[C:1]-[C:17]-[C:9](-[C:4])-[N:5]-[C:3]1-[C:2]-[C:15]-[O:16]-[C:14]-[C:13]-1-[O:19]>>[C:1]-[C:2]-[C:3](-[C:4])-[N:5].[C:6]-[N:7]-[C:8]-[C:9](-[C:10])-[N:11]-[C:12].O=[C:13]1-[C:14]-[C:15]-[O:16]-[C:17]-[C:18]-1-[O:19]_000010000000-1000000_0000000000000000000_0010000000000000000,,[c:1]-[C:2]>>Br-[c:1].Cl-[C:2]_00_00_00,,,,,,,
[S:1]-[c:2]>>[S:1].F-[c:2]_10_00_00,,[O:3].[C:1]=[C:2]>>[C:1].O=[C:2].C-C(=O)-[O:3]_20-1_000_000,,,,,,,
[N:1]-[C:2]>>[N:1].O=[C:2]_2-1_10_00,,[c:1]-[C:2]>>[c:1].Br-[C:2]_10_00_00,,,,,,,
[c:1]-[S:3]=[O:2]>>F-[c:1].[O:2]-[S:3]_000_0-10_000,,[c:1]-[c:2]>>Br-[c:1].C-C1-O-B(-[c:2])-O-C-1-C_00_00_00,,,,,,,
[O:1]-[c:2]>>[O:1].F-[c:2]_10_00_00,,[c:1]-[C:2]>>Br-[c:1].C-B1-O-B(-C)-O-B(-[C:2])-O-1_00_00_00,,,,,,,
[O:1]-[C:2]>>[O:1].[C:2]=[N+]=[N-]_1-1_00_00,,[C:1]-[C:2]>>[C:1].I-[C:2]_10_00_00,,,,,,,
[c:1]-[Sn:2]>>Br-[c:1].C-[Sn](-C)(-C)-[Sn:2]_00_00_00,,[C:1]=[C:2]>>O=[C:1].O=[C:2]_00_00_00,,,,,,,
[N:1]-[C:2]>>[N:1].F-[C:2]_10_00_00,,[c:1]-[C:2]>>Br-[c:1].C-C(-C)-O-B(-[C:2])-O-C(-C)-C_00_00_00,,,,,,,
[C:1]-[P:3]=[O:2]>>I-[C:1].C-C-[O:2]-[P:3]_000_000_000,,[C:1]-[C:2]>>Cl-[C:1].[C:2]-[Zn+]_00_00_00,,,,,,,
[O:1]-[C:2]>>[O:1].Br-[C:2]_00_-10_00,,[C:1]-[C:2]>>Br-[C:1].[C:2]-[Mg+]_00_00_00,,,,,,,
,,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Mg+]_00_00_00,,,,,,,
,,[C:2]-[C:3]-[c:1]>>[c:1].[C:2]=[C:3]_1-10_000_000,,,,,,,
,,[c:1]-[c:2]>>F-C(-F)(-F)-S(=O)(=O)-O-[c:1].C-C-C-C-[Sn](-[c:2])(-C-C-C-C)-C-C-C-C_00_00_00,,,,,,,
,,[c:1]-[C:2]>>I-[c:1].Cl-[C:2]_00_00_00,,,,,,,
,,[c:1]-[C:2]>>Br-[c:1].C-[Si](-C)(-C)-[C:2]_00_00_00,,,,,,,
,,[C:1]=[C:2]>>O=[C:1].C-[P+](-C)(-C)-[C:2]_01_00_00,,,,,,,
,,[c:1]-[c:2]>>Cl-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,,,,,,,
,,[C:1]-[c:2]>>[C:1].Br-[c:2]_10_00_00,,,,,,,
,,[O:3].[C:1]=[C:2]>>[C:1].O=[C:2].C-C-C(=O)-[O:3]_20-1_000_000,,,,,,,
,,[c:1]-[C:2]>>Br-[c:1].Br-[Zn]-[C:2]_00_00_00,,,,,,,
,,[c:1]-[c:2]>>I-[c:1].I-[c:2]_00_00_00,,,,,,,
,,[C:1]=[C:2]>>O=[C:1].[C:2]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_01_00_00,,,,,,,
,,[c:1]-[c:2]>>Cl-[c:1].[Mg+]-[c:2]_00_00_00,,,,,,,
,,[C:1]-[C:2]>>Cl-[C:1].C-[Si](-C)(-C)-[C:2]_00_00_00,,,,,,,
,,[c:1]-[C:2]>>F-C(-F)(-F)-S(=O)(=O)-O-[c:1].C-C-C-C-[Sn](-[C:2])(-C-C-C-C)-C-C-C-C_00_00_00,,,,,,,
,,[c:1]-[c:2]>>I-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,,,,,,,
,,[C:1]-[c:2]>>Br-[C:1].I-[c:2]_00_00_00,,,,,,,
,,[O:3].[c:1]-[C:2]>>[c:1].[C:2]-[O:3]_10-1_000_000,,,,,,,
,,[c:1]-[C:2]>>[Mg+]-[c:1].Br-[C:2]_00_00_00,,,,,,,
,,[C:1]-[c:2]>>[C:1].Cl-[c:2]_10_00_00,,,,,,,
,,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Zn+]_00_00_00,,,,,,,
,,[c:1]-[C:2]>>I-[c:1].C-B1-O-B(-C)-O-B(-[C:2])-O-1_00_00_00,,,,,,,
,,[c:1]-[C:2]>>Br-[c:1].C=C-B1-O-B(-[C:2])-O-B(-C=C)-O-1_00_00_00,,,,,,,
,,[c:1]-[c:2]>>O-B(-O)-[c:1].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,,,,,,,
,,[C:1]-[C:2]>>[C:1].Cl-[C:2]_10_00_00,,,,,,,
,,[c:1]-[C:2]>>Cl-[c:1].C-C-C-C-[Sn](-[C:2])(-C-C-C-C)-C-C-C-C_00_00_00,,,,,,,
,,[c:1]-[C:2]>>Br-[c:1].C-C-[Si](-[C:2])(-C-C)-C-C_00_00_00,,,,,,,
,,[c:1]-[C:2]>>Cl-[c:1].Br-[C:2]_00_00_00,,,,,,,
,,[c:1]-[c:2]>>I-[c:1].C-C-C-C-[Sn](-[c:2])(-C-C-C-C)-C-C-C-C_00_00_00,,,,,,,
,,[C:2]=[C:3].[C:1]-[C:5]-[O:4]>>Br-[C:1].[c:2]:[c:3].[O:4]=[c:5]_000-10_00000_00000,,,,,,,
,,[c:1]-[c:2]>>I-[c:1].C-[Sn](-C)(-C)-[c:2]_00_00_00,,,,,,,
,,[c:1]=[C:2]>>[C:1].O=[C:2]_20_00_00,,,,,,,
,,[c:1]-[C:2]>>[c:1].F-[C:2]_10_00_01,,,,,,,
,,[C:1]-[C:2]>>Br-[C:1].C-O-N(-C)-[C:2]_00_00_00,,,,,,,
,,[C:1]-[C:2]>>Cl-[C:1].C-C-C-C-[Sn](-[C:2])(-C-C-C-C)-C-C-C-C_00_00_00,,,,,,,
,,[O:1]=[P:2]>>C-C-C-C-C(-Cl)=[O:1].O-c1:c:c:c(-[N+](=O)-[O-]):c:c:1-C-[P:2]_00_01_00,,,,,,,
,,[c:1]-[C:2]>>Br-[c:1].O-B(-O)-[C:2]_00_00_00,,,,,,,
,,[C:1]-[C:2]>>[C:1].F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_10_00_00,,,,,,,
,,[C:1]-[C:2]-[O:3]>>Br-[C:1].[C:2]=[O:3]_00-1_000_200,,,,,,,
,,[c:1]-[c:2]>>Cl-[c:1].Cl-[c:2]_00_00_00,,,,,,,
,,[C:1]-[C:2]>>I-[C:1].I-[C:2]_00_00_00,,,,,,,
,,[C:1]1-[C:3]-[C:2]-1>>[C:1]=[C:2].C-[S+](-C)(=O)-[C:3]_001_000_000,,,,,,,
,,[I:1]>>C-N-[C@@H]1-C-C-[C@@H](-c2:c:c:c(-Cl):c(-Cl):c:2)-c2:c:c:c(-[I:1]):c:c:2-1_-1_0_0,,,,,,,
